section No,例文 No,単語No,英文,日本文,語句,意味,語句2,意味2,語句3,意味3
7,80,378,Could you 【go】 【over】 it again? I couldn't make out what you were getting at.,もう一度詳しく説明していただけませんか？ お話の意図がわかりませんでした。,go over ...,...をよく見る（説明する、考える）,,,,
7,80,379,Could you go over it again? I couldn't 【make】 【out】 what you were getting at.,もう一度詳しく説明していただけませんか？ お話の意図がわかりませんでした。,make ... out,...を理解できる,,,,
7,80,380,Could you go over it again? I couldn't make out what you 【were】 【getting】 【at】.,もう一度詳しく説明していただけませんか？ お話の意図がわかりませんでした。,be getting at...,...を言おうとしている,,,,
7,81,381,"No one 【backed】 me 【up】 at first, but eventually I talked everyone into going along with my plan.",僕の案を支持してくれる人は最初は誰もいなかったけれど、最後にはみんなを説得して賛同してもらうことができた。,back (...) up,...を後援[指示]する,,,,
7,81,382,"No one backed me up 【at】 【first】, but eventually I talked everyone into going along with my plan.",僕の案を支持してくれる人は最初は誰もいなかったけれど、最後にはみんなを説得して賛同してもらうことができた。,at first,最初は,,,,
7,81,383,"No one backed me up at first, but 【eventually】 I talked everyone into going along with my plan.",僕の案を支持してくれる人は最初は誰もいなかったけれど、最後にはみんなを説得して賛同してもらうことができた。,eventually,最終的には,,,,
7,81,384,"No one backed me up at first, but eventually I 【talked】 everyone 【into】 【going】 along with my plan.",僕の案を支持してくれる人は最初は誰もいなかったけれど、最後にはみんなを説得して賛同してもらうことができた。,talk A into doing ...,Ａを説得して...させる,,,,
7,81,385,"No one backed me up at first, but eventually I talked everyone into 【going】 【along】 【with】 my plan.",僕の案を支持してくれる人は最初は誰もいなかったけれど、最後にはみんなを説得して賛同してもらうことができた。,go along with...,...に賛成する,,,,
7,82,386,"""I 【admire】 your perseverance, courage and wisdom."" ""You flatter me!""",「君の不屈の努力、勇気、そして知恵には感心するよ。」「お世辞でもうれしいわ！」,admire ...,...をすばらしいと思う、感心する,,,,
7,82,387,"""I admire your 【perseverance】, courage and wisdom."" ""You flatter me!""",「君の不屈の努力、勇気、そして知恵には感心するよ。」「お世辞でもうれしいわ！」,perseverance,不屈の努力,,,,
7,82,388,"""I admire your perseverance, 【courage】 and wisdom."" ""You flatter me!""",「君の不屈の努力、勇気、そして知恵には感心するよ。」「お世辞でもうれしいわ！」,courage,勇気,,,,
7,82,389,"""I admire your perseverance, courage and 【wisdom】."" ""You flatter me!""",「君の不屈の努力、勇気、そして知恵には感心するよ。」「お世辞でもうれしいわ！」,wisdom,知恵,,,,
7,82,390,"""I admire your perseverance, courage and wisdom."" ""【You】 【flatter】 【me】!""",「君の不屈の努力、勇気、そして知恵には感心するよ。」「お世辞でもうれしいわ！」,flatter ...,…にお世辞を言う,You flatter me.,お世辞でも嬉しいよ,,
7,83,391,"【In】 【making】 a decision, I rely not on logic but on instinct.",どうするかを決めるとき、僕は論理ではなく本能を当てにする。,in doing ...,...するときは,,,,
7,83,392,"In 【making】 【a】 【decision】, I rely not on logic but on instinct.",どうするかを決めるとき、僕は論理ではなく本能を当てにする。,make a decision,どうするかを決める,,,,
7,83,393,"In making a decision, I 【rely】 not 【on】 logic but on instinct.",どうするかを決めるとき、僕は論理ではなく本能を当てにする。,rely on[upon] ...,...に頼る,,,,
7,83,394,"In making a decision, I rely 【not】 on logic 【but】 on instinct.",どうするかを決めるとき、僕は論理ではなく本能を当てにする。,not A but B,ＡではなくＢ,,,,
7,83,395,"In making a decision, I rely not on 【logic】 but on instinct.",どうするかを決めるとき、僕は論理ではなく本能を当てにする。,logic,論理,,,,
7,83,396,"In making a decision, I rely not on logic but on 【instinct】.",どうするかを決めるとき、僕は論理ではなく本能を当てにする。,instinct,本能,,,,
7,84,397,"He 【came】 【up】 【with】 an ingenious, sensible solution and immediately put it into practice.",彼は独創的かつ賢明な解決策を考え出し、直ちにそれを実行に移した。,come up with...,...を考え出す,,,,
7,84,398,"He came up with an 【ingenious】, sensible solution and immediately put it into practice.",彼は独創的かつ賢明な解決策を考え出し、直ちにそれを実行に移した。,ingenious,独創的な,,,,
7,84,399,"He came up with an ingenious, 【sensible】 solution and immediately put it into practice.",彼は独創的かつ賢明な解決策を考え出し、直ちにそれを実行に移した。,sensible,賢明な,,,,
7,84,400,"He came up with an ingenious, sensible 【solution】 and immediately put it into practice.",彼は独創的かつ賢明な解決策を考え出し、直ちにそれを実行に移した。,solution (to...),(…に対する)解決策,,,,
7,84,401,"He came up with an ingenious, sensible solution and 【immediately】 put it into practice.",彼は独創的かつ賢明な解決策を考え出し、直ちにそれを実行に移した。,immediately,直ちに、すぐに,,,,
7,84,402,"He came up with an ingenious, sensible solution and immediately 【put】 it 【into】 【practice】.",彼は独創的かつ賢明な解決策を考え出し、直ちにそれを実行に移した。,put ... into practice,...を実行に移す,,,,
7,85,403,"From an 【objective】 viewpoint, the former is inferior to the latter.",客観的に見れば、前者は後者よりも劣っている。,objective,客観的な,,,,
7,85,404,"【From】 an objective 【viewpoint】, the former is inferior to the latter.",客観的に見れば、前者は後者よりも劣っている。,from ... viewpoint,...の見地からすると,,,,
7,85,405,"From an objective viewpoint, the 【former】 is inferior to the latter.",客観的に見れば、前者は後者よりも劣っている。,former,前者,,,,
7,85,406,"From an objective viewpoint, the former 【is】 【inferior】 【to】 the latter.",客観的に見れば、前者は後者よりも劣っている。,inferior,(質などが)劣る,be inferior to...,...よりも劣る,,
7,85,407,"From an objective viewpoint, the former is inferior to the 【latter】.",客観的に見れば、前者は後者よりも劣っている。,latter,後者,,,,
7,86,408,"Your idea 【sounds】 marvelous in theory, yet I don't think it will work in practice.",あなたの考えは理論上はすばらしそうだけれども、実際には機能しないと思います。,sound ...,...のようだ,,,,
7,86,409,"Your idea sounds 【marvelous】 in theory, yet I don't think it will work in practice.",あなたの考えは理論上はすばらしそうだけれども、実際には機能しないと思います。,marvelous,すばらしい、驚くべき,,,,
7,86,410,"Your idea sounds marvelous 【in】 【theory】, yet I don't think it will work in practice.",あなたの考えは理論上はすばらしそうだけれども、実際には機能しないと思います。,in theory,理論的には,,,,
7,86,411,"Your idea sounds marvelous in theory, 【yet】 I don't think it will work in practice.",あなたの考えは理論上はすばらしそうだけれども、実際には機能しないと思います。,yet,しかし,,,,
7,86,412,"Your idea sounds marvelous in theory, yet I don't think it will work 【in】 【practice】.",あなたの考えは理論上はすばらしそうだけれども、実際には機能しないと思います。,in practice,実際には,,,,
7,87,413,"We 【expected】 him 【to】 defeat his opponent, but he failed to live up to our expectations.",私たちは彼が相手に勝つことを期待したが、彼はその期待に応えられなかった。,expect ...,…(出来事)を期待する、…だろうと思う,expect A to do ...,Ａが...することを期待する,,
7,87,414,"We expected him to 【defeat】 his opponent, but he failed to live up to our expectations.",私たちは彼が相手に勝つことを期待したが、彼はその期待に応えられなかった。,defeat ...,...に勝つ、...を負かす,,,,
7,87,415,"We expected him to defeat his 【opponent】, but he failed to live up to our expectations.",私たちは彼が相手に勝つことを期待したが、彼はその期待に応えられなかった。,opponent,相手、対抗者,,,,
7,87,416,"We expected him to defeat his opponent, but he 【failed】 【to】 live up to our expectations.",私たちは彼が相手に勝つことを期待したが、彼はその期待に応えられなかった。,fail(...),失敗する、(…(試験など)を)落とす、(機械などが)だめになる,fail to do ...,...しない,,
7,87,417,"We expected him to defeat his opponent, but he failed to 【live】 【up】 【to】 【our】 【expectations】.",私たちは彼が相手に勝つことを期待したが、彼はその期待に応えられなかった。,live up to one's expectations,...の期待に応える,,,,
7,88,418,"【Ironically】, despite their best endeavors, their mission resulted in complete failure.",皮肉なことだが、彼らの最善の努力にもかかわらず、任務は完全な失敗に終わった。,ironically,皮肉にも,,,,
7,88,419,"Ironically, 【despite】 their best endeavors, their mission resulted in complete failure.",皮肉なことだが、彼らの最善の努力にもかかわらず、任務は完全な失敗に終わった。,despite ...,...にもかかわらず,,,,
7,88,420,"Ironically, despite their best 【endeavors】, their mission resulted in complete failure.",皮肉なことだが、彼らの最善の努力にもかかわらず、任務は完全な失敗に終わった。,endeavor,試み、努力,,,,
7,88,421,"Ironically, despite their best endeavors, their 【mission】 resulted in complete failure.",皮肉なことだが、彼らの最善の努力にもかかわらず、任務は完全な失敗に終わった。,mission,任務、使命,,,,
7,88,422,"Ironically, despite their best endeavors, their mission 【resulted】 【in】 complete failure.",皮肉なことだが、彼らの最善の努力にもかかわらず、任務は完全な失敗に終わった。,result in...,...に終わる,,,,
7,88,423,"Ironically, despite their best endeavors, their mission resulted in 【complete】 failure.",皮肉なことだが、彼らの最善の努力にもかかわらず、任務は完全な失敗に終わった。,complete,全くの、完全な,,,,
7,88,424,"Ironically, despite their best endeavors, their mission resulted in complete 【failure】.",皮肉なことだが、彼らの最善の努力にもかかわらず、任務は完全な失敗に終わった。,failure,失敗,,,,
7,89,425,Her 【genius】 makes up for her lack of firsthand experience.,実地経験の不足は彼女の天賦の才能で補える。,genius,天賦の才能,,,,
7,89,426,Her genius 【makes】 【up】 【for】 her lack of firsthand experience.,実地経験の不足は彼女の天賦の才能で補える。,make up for...,...を埋め合わせる,,,,
7,89,427,Her genius makes up for her 【lack】 of firsthand experience.,実地経験の不足は彼女の天賦の才能で補える。,lack,欠乏、不足,,,,
7,89,428,Her genius makes up for her lack of 【firsthand】 experience.,実地経験の不足は彼女の天賦の才能で補える。,firsthand,直接得た,,,,
7,89,429,Her genius makes up for her lack of firsthand 【experience】.,実地経験の不足は彼女の天賦の才能で補える。,experience,経験,,,,
7,90,430,She 【possesses】 a great capacity for overcoming any obstacle.,彼女にはどんな障害をも克服できるすばらしい能力がある。,possess ...,...を所有する,,,,
7,90,431,She possesses a great 【capacity】 for overcoming any obstacle.,彼女にはどんな障害をも克服できるすばらしい能力がある。,capacity,能力,,,,
7,90,432,She possesses a great capacity for 【overcoming】 any obstacle.,彼女にはどんな障害をも克服できるすばらしい能力がある。,overcome ...,...を克服する,,,,
7,90,433,She possesses a great capacity for overcoming any 【obstacle】.,彼女にはどんな障害をも克服できるすばらしい能力がある。,obstacle,障害、妨げ,,,,
7,91,434,"【Without】 your solid support, the deal would have fallen through. I'm grateful to you.",あなたの強固な支援がなかったら、その取引は成立しなかったでしょう。感謝しています。,without ...,...がなかったなら,,,,
7,91,435,"Without your 【solid】 support, the deal would have fallen through. I'm grateful to you.",あなたの強固な支援がなかったら、その取引は成立しなかったでしょう。感謝しています。,solid,しっかりした、団結した,,,,
7,91,436,"Without your solid 【support】, the deal would have fallen through. I'm grateful to you.",あなたの強固な支援がなかったら、その取引は成立しなかったでしょう。感謝しています。,support,支持,,,,
7,91,437,"Without your solid support, the 【deal】 would have fallen through. I'm grateful to you.",あなたの強固な支援がなかったら、その取引は成立しなかったでしょう。感謝しています。,deal,取引,,,,
7,91,438,"Without your solid support, the deal 【would】 【have】 fallen through. I'm grateful to you.",あなたの強固な支援がなかったら、その取引は成立しなかったでしょう。感謝しています。,would have done ...,...していただろう,,,,
7,91,439,"Without your solid support, the deal would have 【fallen】 【through】. I'm grateful to you.",あなたの強固な支援がなかったら、その取引は成立しなかったでしょう。感謝しています。,fall through,うまくいかない,,,,
7,91,440,"Without your solid support, the deal would have fallen through. I'm 【grateful】 【to】 you.",あなたの強固な支援がなかったら、その取引は成立しなかったでしょう。感謝しています。,be grateful to ... (for A),...に感謝している,,,,
